小区名字,小区地址,均价,容积率,绿化率,有无停车位,物业费,物业类型
壹号公馆,天河-天河北-瘦狗岭路313号,40000,2.80,30.0%,1,3.80元/平米/月,住宅
兴华直街自建房,天河-天平架-兴华直街,15200,暂无,暂无,0,暂无,自建房
顺景苑(天河),天河-东圃-东南路8号,19200,1.00,28.0%,1,3.00元/平米/月,住宅
怡景新村,天河-员村-怡景大街90号,32600,1.50,20.0%,1,0.50元/平米/月,住宅
穗苑新村,天河-天河公园-荷光路122-126号,21400,2.00,20.0%,1,1.30元/平米/月,住宅
棠丽苑,天河-中山大道-棠安路134号,19600,1.50,30.0%,1,0.90元/平米/月,住宅
棠东商业大厦,天河-棠下-棠基街1-11号,28800,1.50,30.0%,1,1.50元/平米/月,住宅
石牌邮局宿舍,天河-岗顶-中山大道西24号,48800,1.20,18.0%,1,2.00元/平米/月,住宅
员村西街12号,天河-员村-员村西街12号,23600,1.20,30.0%,0,0.50元/平米/月,住宅
永福正街大院,天河-沙河-永福正街58-66号(双号),19400,2.00,15.0%,0,0.90元/平米/月,住宅
天成居,天河-车陂-黄埔大道东8号,51000,2.80,15.0%,1,1.20元/平米/月,住宅
逸安阁,天河-车陂-中山大道231-239号,40000,4.10,20.0%,1,1.00元/平米/月,住宅
天平架三汽宿舍,天河-天平架-天平架路,21200,2.00,20.0%,1,0.50元/平米/月,住宅
天河铁路宿舍,天河-岑村-江园街,22800,1.20,30.0%,0,1.00元/平米/月,住宅
水利科学院小区,天河-天河北-天寿路164-172号,48300,2.20,36.0%,1,2.50元/平米/月,住宅
水务局三防办,天河-五山-瘦狗岭路,29000,1.50,30.0%,1,0.90元/平米/月,住宅
燕塘工业园小区,天河-沙太南-燕园路12-22号,25200,1.80,20.0%,1,1.20元/平米/月,住宅
天河直街小区,天河-体育西路-天河直街91号,42400,2.50,30.0%,1,0.70元/平米/月,住宅
天丰楼,天河-体育西路-天河路91号,42400,1.50,38.0%,1,1.00元/平米/月,住宅
天河环卫之家,天河-天河北-棠兴街2-6号,19100,1.50,30.0%,1,0.20元/平米/月,住宅
桃园新村,天河-棠下-棠下大片路,17700,1.20,30.0%,0,0.50元/平米/月,住宅
省地震局宿舍,天河-五山-五山路,58000,2.10,60.0%,0,0.80元/平米/月,住宅
石牌南门苑,天河-五山-瘦狗岭路555号,48200,2.50,30.0%,1,0.90元/平米/月,住宅
星河苑(天河),天河-沙河-先烈东横路60号,23600,1.10,35.0%,1,0.40元/平米/月,住宅
新闻出版社大院,天河-五山-长福路185-192号,38200,1.50,30.0%,1,0.90元/平米/月,住宅
鑫源楼,天河-沙河-先烈东路,20200,3.00,20.0%,1,0.80元/平米/月,住宅
瑞景楼,天河-天河公园-粤生街92-100号,48000,1.50,20.0%,1,1.20元/平米/月,住宅
腰光西小区,天河-员村-锦明街,25400,2.45,30.0%,0,0.80元/平米/月,住宅
燕都路小区,天河-粤垦-燕都路22号,25800,1.65,22.0%,1,0.50元/平米/月,住宅
石牌东苑小区,天河-石牌-石牌东路235-245号,25600,3.50,30.0%,1,0.60元/平米/月,住宅
沙东大街小区,天河-沙河-沙东大街,17200,2.26,30.0%,0,1.50元/平米/月,住宅
先烈东路小区,天河-沙河-先烈东路,22800,2.65,32.0%,1,0.90元/平米/月,住宅
牛利岗社区,天河-沙太南-牛利岗大街1号,20600,1.50,36.0%,1,0.60元/平米/月,住宅
理邦楼,天河-天河公园-华翠街,23000,1.20,30.0%,1,1.00元/平米/月,住宅
林和东公安住宅区,天河-天河北-林和东路155-171号,59000,2.60,30.0%,1,2.00元/平米/月,住宅
能源路小区,天河-五山-能源路,42400,1.50,15.0%,1,0.90元/平米/月,住宅
南华工商学院教师宿舍,天河-沙太南-沙太南路109号,25400,2.60,26.0%,1,0.50元/平米/月,住宅
康湖花园,天河-员村-中大南路28号,19600,1.50,45.0%,1,5.00元/平米/月,住宅
浪奇宿舍,天河-车陂-启明大街90号,41000,3.00,10.0%,1,0.60元/平米/月,住宅
美林海岸花园逸江湾,天河-员村-棕林街50号,64000,2.30,33.0%,1,6.00元/平米/月,住宅
南海厂宿舍,天河-五山-东莞庄路248-254号,43200,1.20,26.0%,1,0.80元/平米/月,住宅
绿庭苑,天河-天河北-天河北路96号,73500,3.00,20.0%,1,2.50元/平米/月,住宅
君华翠轩,天河-沙河-先烈东路198号,39200,2.50,30.0%,1,2.50元/平米/月,住宅
景晖苑(天河),天河-天河客运站-元岗路180号,17900,1.50,30.0%,0,0.60元/平米/月,住宅
乐融阁,天河-东圃-官育路18号,20600,1.80,29.0%,1,0.23元/平米/月,住宅
农林小区,天河-燕塘-银锭塘后街102号,26000,3.00,12.0%,1,0.60元/平米/月,住宅
先烈东横路7号大院,天河-沙河-先烈东横路7号,23000,1.20,22.0%,1,0.50元/平米/月,住宅
濂泉广场,天河-五山-天源路,16300,1.50,20.0%,0,0.90元/平米/月,住宅
农业机械研究所宿舍,天河-五山-五山路261号,50000,1.50,20.0%,1,0.50元/平米/月,住宅
儒雅苑小区,天河-科韵路-科新路,25200,1.70,20.0%,1,3.00元/平米/月,住宅
先烈东路143号大院,天河-沙河-先烈东路143号,25800,2.50,20.0%,1,1.10元/平米/月,住宅
农科院蚕业与农产品加工研究所宿舍,天河-五山-东莞庄一横路133号,34400,1.20,20.0%,1,0.70元/平米/月,住宅
象牙厂宿舍,天河-五山-陶庄路5号,21400,3.00,20.0%,1,0.60元/平米/月,住宅
隆基怡苑,天河-沙太南-牛利岗大街,28600,2.36,40.0%,1,1.20元/平米/月,住宅
南国嘉居,天河-车陂-瑞华路32号,42600,1.20,30.0%,1,0.80元/平米/月,住宅
马蹄岗村,天河-天河北-兴华村路129号,16800,1.20,16.0%,1,0.40元/平米/月,住宅
康平大厦(天河),天河-石牌-天河南二路40号,44400,3.10,32.0%,1,0.80元/平米/月,住宅
民族学院宿舍,天河-天河公园-中山大道西293号,42800,3.00,75.0%,1,0.50元/平米/月,住宅
美林海岸花园水晶轩,天河-员村-百合路,63000,2.44,33.4%,1,1.20元/平米/月,住宅
坤隆苑,天河-粤垦-侨源大街9号,44200,3.50,35.0%,1,1.50元/平米/月,住宅
吉祥花苑,天河-天河公园-荷光路108-114号,25400,1.50,20.0%,0,0.90元/平米/月,住宅
佳和新居(桃园西路),天河-东圃-桃园西路,19800,1.80,30.0%,1,1.80元/平米/月,住宅
龙泽大厦,天河-龙口东-龙口东151号,41800,2.50,30.0%,0,1.50元/平米/月,住宅
金田广场,天河-龙口东-天河北路,34400,1.20,20.0%,1,0.80元/平米/月,住宅
交通局宿舍(天河),天河-天河公园-荷光路,25400,1.80,30.0%,0,0.50元/平米/月,住宅
惠苑楼(天河),天河-车陂-车陂北街16号,27800,1.10,30.0%,1,0.60元/平米/月,住宅
广信牡丹阁,天河-体育西路-黄埔大道西191号,42400,暂无,20.0%,0,0.50元/平米/月,住宅
丽都花园,天河-东圃-中山大道,25200,2.50,20.0%,1,0.50元/平米/月,住宅
华运楼,天河-天河公园-黄埔大道西105号,30600,2.10,25.0%,1,1.60元/平米/月,住宅
华信宿舍楼,天河-体育西路-天河南一路,48700,3.00,30.0%,1,1.50元/平米/月,住宅
华景新城晓景楼,天河-天河公园-华晖路,63000,3.00,30.0%,1,1.20元/平米/月,住宅
华仙楼,天河-沙太南-五仙桥路,23000,6.00,15.0%,1,0.50元/平米/月,住宅
荔景花园,天河-东圃-福元路,19600,4.09,35.0%,1,1.00元/平米/月,住宅
名圃花园,天河-东圃-祥圃街5号,18300,1.30,30.0%,1,0.80元/平米/月,住宅
广和小区,天河-体育西路-广和路182号,48200,1.90,25.0%,1,0.50元/平米/月,住宅
华翰大厦,天河-天河北-天河直街30-1号,48400,6.60,15.0%,1,1.45元/平米/月,住宅
